   0, 002c6750, -0.000199, 0.039062, 0.004687
   1, 002c6750, -0.000198, 0.039062, 0.004687
   2, 002c674f, -0.000196, 0.037500, 0.004687
   3, 003c674f, -0.000194, 0.037500, 0.004687
   4, 002c6557, -0.000193, 0.050000, 0.001562
   5, 002c674e, -0.000191, 0.035937, 0.004687
   6, 002c674f, -0.000190, 0.037500, 0.004687
   7, 002c674e, -0.000188, 0.035937, 0.004687
   8, 002c674e, -0.000186, 0.035937, 0.004687
   9, 002c674f, -0.000185, 0.037500, 0.004687
  10, 002c6750, -0.000183, 0.039062, 0.004687
  11, 002c674e, -0.000181, 0.035937, 0.004687
  12, 002c674f, -0.000179, 0.037500, 0.004687
  13, 002c6750, -0.000178, 0.039062, 0.004687
  14, 002c674e, -0.000176, 0.035937, 0.004687
  15, 002c674f, -0.000175, 0.037500, 0.004687
  16, 002c674f, -0.000173, 0.037500, 0.004687
  17, 002c6750, -0.000171, 0.039062, 0.004687
  18, 002c674f, -0.000170, 0.037500, 0.004687
  19, 002c654e, -0.000168, 0.035937, 0.001562
  20, 002c674f, -0.000166, 0.037500, 0.004687
  21, 002c674e, -0.000164, 0.035937, 0.004687
  22, 002c674e, -0.000163, 0.035937, 0.004687
  23, 002c674e, -0.000161, 0.035937, 0.004687
  24, 002c6750, -0.000159, 0.039062, 0.004687
  25, 002c6750, -0.000158, 0.039062, 0.004687
  26, 002c674f, -0.000156, 0.037500, 0.004687
  27, 002c6750, -0.000154, 0.039062, 0.004687
  28, 002c674e, -0.000153, 0.035937, 0.004687
  29, 002c674f, -0.000151, 0.037500, 0.004687
  30, 002c674f, -0.000149, 0.037500, 0.004687
  31, 002c6750, -0.000148, 0.039062, 0.004687
  32, 002c6750, -0.000146, 0.039062, 0.004687
  33, 002c674f, -0.000144, 0.037500, 0.004687
  34, 002c6750, -0.000143, 0.039062, 0.004687
  35, 002c674f, -0.000141, 0.037500, 0.004687
  36, 002c674f, -0.000139, 0.037500, 0.004687
  37, 002c674e, -0.000138, 0.035937, 0.004687
  38, 002c6750, -0.000136, 0.039062, 0.004687
  39, 002c6550, -0.000134, 0.039062, 0.001562
  40, 002c674e, -0.000133, 0.035937, 0.004687
  41, 002c6750, -0.000131, 0.039062, 0.004687
  42, 002c6750, -0.000129, 0.039062, 0.004687
  43, 002c674f, -0.000128, 0.037500, 0.004687
  44, 002c654f, -0.000126, 0.037500, 0.001562
  45, 002c674f, -0.000125, 0.037500, 0.004687
  46, 002c6750, -0.000123, 0.039062, 0.004687
  47, 002c6750, -0.000121, 0.039062, 0.004687
  48, 002c6750, -0.000119, 0.039062, 0.004687
  49, 002c6750, -0.000118, 0.039062, 0.004687
  50, 002c6750, -0.000116, 0.039062, 0.004687
  51, 002c674e, -0.000114, 0.035937, 0.004687
  52, 002c674f, -0.000113, 0.037500, 0.004687
  53, 002c6750, -0.000111, 0.039062, 0.004687
  54, 002c674f, -0.000110, 0.037500, 0.004687
  55, 002c6550, -0.000108, 0.039062, 0.001562
  56, 002c674f, -0.000106, 0.037500, 0.004687
  57, 002c674f, -0.000104, 0.037500, 0.004687
  58, 002c654f, -0.000103, 0.037500, 0.001562
  59, 002c674e, -0.000101, 0.035937, 0.004687
  60, 002c6750, -0.000099, 0.039062, 0.004687
  61, 002c674f, -0.000098, 0.037500, 0.004687
  62, 002c674f, -0.000096, 0.037500, 0.004687
  63, 002c674f, -0.000095, 0.037500, 0.004687
  64, 002c674f, -0.000093, 0.037500, 0.004687
  65, 002c6750, -0.000091, 0.039062, 0.004687
  66, 002c674e, -0.000090, 0.035937, 0.004687
  67, 002c6850, -0.000088, 0.039062, 0.006250
  68, 002c6750, -0.000086, 0.039062, 0.004687
  69, 002c674e, -0.000085, 0.035937, 0.004687
  70, 002c674e, -0.000083, 0.035937, 0.004687
  71, 002c6550, -0.000081, 0.039062, 0.001562
  72, 002c674f, -0.000079, 0.037500, 0.004687
  73, 002c674f, -0.000078, 0.037500, 0.004687
  74, 002c6853, -0.000076, 0.043750, 0.006250
  75, 002c6754, -0.000074, 0.045312, 0.004687
  76, 002c6754, -0.000073, 0.045312, 0.004687
  77, 002c6755, -0.000071, 0.046875, 0.004687
  78, 002c6756, -0.000070, 0.048437, 0.004687
  79, 002c6756, -0.000068, 0.048437, 0.004687
  80, 002c6756, -0.000066, 0.048437, 0.004687
  81, 002c6757, -0.000065, 0.050000, 0.004687
  82, 002c674f, -0.000063, 0.037500, 0.004687
  83, 002c674f, -0.000061, 0.037500, 0.004687
  84, 002c674f, -0.000059, 0.037500, 0.004687
  85, 002c6750, -0.000058, 0.039062, 0.004687
  86, 002c6750, -0.000056, 0.039062, 0.004687
  87, 002c674f, -0.000055, 0.037500, 0.004687
  88, 002c674f, -0.000053, 0.037500, 0.004687
  89, 002c6751, -0.000051, 0.040625, 0.004687
  90, 002c6750, -0.000049, 0.039062, 0.004687
  91, 002c674f, -0.000048, 0.037500, 0.004687
