1412183569.248797,50.0,-0.038350656628608704,-0.010652960278093815,-0.020240623503923416,974984.0,568532663.0,1412183577.0,1.1379600763320923,0.47088003158569336,10.673280715942383,0.07049340009689331,0.7652661800384521,-0.06731802225112915
1412183569.2586946,50.0,-0.03941595181822777,-0.011718256399035454,-0.020240623503923416,974985.0,578540732.0,1412183577.0,0.9025200605392456,1.4911201000213623,10.398600578308105,0.08001953363418579,0.7544698715209961,-0.05207620561122894
1412183569.2684395,50.0,-0.04048124700784683,-0.011718256399035454,-0.02130592055618763,974986.0,588240805.0,1412183577.0,0.9025200605392456,0.9810000658035278,10.398600578308105,0.08001953363418579,0.7544698715209961,-0.05207620561122894
1412183569.278536,50.0,-0.038350656628608704,-0.011718256399035454,-0.020240623503923416,974988.0,608495246.0,1412183577.0,0.7455600500106812,0.35316002368927,10.16316032409668,0.06414264440536499,0.7512944936752319,-0.05207620561122894
1412183569.288906,50.0,-0.038350656628608704,-0.011718256399035454,-0.020240623503923416,974989.0,618330649.0,1412183577.0,0.43164002895355225,1.1772000789642334,10.634040832519531,0.046360522508621216,0.7589154243469238,-0.0552515834569931
1412183569.2987535,50.0,-0.038350656628608704,-0.012783551588654518,-0.020240623503923416,974991.0,638508939.0,1412183577.0,0.5886000394821167,0.7455600500106812,10.437840461730957,0.06731802225112915,0.762090802192688,-0.04699559882283211
1412183569.3086276,50.0,-0.038350656628608704,-0.012783551588654518,-0.020240623503923416,974992.0,648346249.0,1412183577.0,1.020240068435669,0.8240400552749634,10.477080345153809,0.05715681239962578,0.7697117328643799,-0.059062037616968155
1412183569.3186467,50.0,-0.03728536143898964,-0.011718256399035454,-0.020240623503923416,974994.0,668303651.0,1412183577.0,1.0987200736999512,0.8240400552749634,10.202400207519531,0.07049340009689331,0.7512944936752319,-0.053346358239650726
1412183569.3283446,50.0,-0.038350656628608704,-0.011718256399035454,-0.019175328314304352,974995.0,678266389.0,1412183577.0,0.5886000394821167,0.7455600500106812,10.16316032409668,0.07239862531423569,0.7671714425086975,-0.05207620561122894
1412183569.3386981,50.0,-0.03728536143898964,-0.011718256399035454,-0.020240623503923416,974997.0,698288642.0,1412183577.0,1.0987200736999512,1.2949200868606567,10.320120811462402,0.031118707731366158,0.7512944936752319,-0.05461650714278221
