,actuators_speed_cmd__data,sensors_imu_data_raw__angular_velocity_x,sensors_imu_data_raw__angular_velocity_y,sensors_imu_data_raw__angular_velocity_z,sensors_imu_data_raw__header_seq,sensors_imu_data_raw__header_stamp_nsecs,sensors_imu_data_raw__header_stamp_secs,sensors_imu_data_raw__linear_acceleration_x,sensors_imu_data_raw__linear_acceleration_y,sensors_imu_data_raw__linear_acceleration_z,sensors_imu_data_raw__magnetometer_x,sensors_imu_data_raw__magnetometer_y,sensors_imu_data_raw__magnetometer_z
1412183403.130157,20.0,-0.043677136301994324,-0.014914143830537796,-0.020240623503923416,957540.0,129729798.0,1412183403.0,0.39240002632141113,1.373400092124939,11.065680503845215,0.2857840657234192,0.6960429549217224,-0.18353687226772308
1412183403.1387,20.0,-0.036220062524080276,-0.010652960278093815,-0.020240623503923416,957541.0,138457405.0,1412183403.0,-0.03924000263214111,0.8240400552749634,10.634040832519531,0.2857840657234192,0.6960429549217224,-0.18353687226772308
1412183403.1489367,20.0,-0.041546545922756195,-0.011718256399035454,-0.020240623503923416,957543.0,158464125.0,1412183403.0,0.35316002368927,0.7848000526428223,10.869481086730957,0.28959450125694275,0.6909623146057129,-0.1892525553703308
1412183403.158697,20.0,-0.038350656628608704,-0.014914143830537796,-0.02130592055618763,957544.0,168611559.0,1412183403.0,0.5493600368499756,1.05948007106781,10.908720970153809,0.28197360038757324,0.6947727799415588,-0.18099656701087952
1412183403.1689281,20.0,-0.03408947214484215,-0.010652960278093815,-0.020240623503923416,957545.0,178587722.0,1412183403.0,0.9417600631713867,0.8240400552749634,10.16316032409668,0.28197360038757324,0.6947727799415588,-0.18099656701087952
1412183403.1788156,20.0,-0.03941595181822777,-0.014914143830537796,-0.02130592055618763,957547.0,198537746.0,1412183403.0,0.3139200210571289,0.7455600500106812,10.398600578308105,0.28832435607910156,0.6909623146057129,-0.18480701744556427
1412183403.1886282,20.0,-0.036220062524080276,-0.010652960278093815,-0.020240623503923416,957548.0,208364375.0,1412183403.0,0.23544001579284668,0.8632800579071045,10.16316032409668,0.29086464643478394,0.6903272867202759,-0.18353687226772308
1412183403.1987674,20.0,-0.038350656628608704,-0.013848847709596157,-0.020240623503923416,957549.0,219058970.0,1412183403.0,0.5493600368499756,0.9810000658035278,10.084680557250977,0.29086464643478394,0.6903272867202759,-0.18353687226772308
1412183403.2085323,20.0,-0.036220062524080276,-0.009587664157152176,-0.019175328314304352,957551.0,238286478.0,1412183403.0,-0.03924000263214111,0.6278400421142578,10.94796085357666,0.29721540212631226,0.7011235356330872,-0.18861746788024902
1412183403.219355,20.0,-0.03728536143898964,-0.011718256399035454,-0.020240623503923416,957552.0,248421917.0,1412183403.0,-0.03924000263214111,0.6670800447463989,10.555561065673828,0.28260868787765503,0.6801660656929016,-0.18353687226772308
1412183403.2285511,20.0,-0.043677136301994324,-0.014914143830537796,-0.020240623503923416,957553.0,258608055.0,1412183403.0,0.6670800447463989,0.6670800447463989,10.28088092803955,0.28260868787765503,0.6801660656929016,-0.18353687226772308
1412183403.2385747,20.0,-0.03408947214484215,-0.010652960278093815,-0.02130592055618763,957555.0,278392350.0,1412183403.0,0.43164002895355225,0.6278400421142578,10.16316032409668,0.29531019926071167,0.6903272867202759,-0.18480701744556427
1412183403.2486072,20.0,-0.041546545922756195,-0.012783551588654518,-0.02130592055618763,957556.0,288528912.0,1412183403.0,0.0,0.7848000526428223,10.006200790405273,0.271812379360199,0.6903272867202759,-0.1822667121887207
1412183403.2588398,20.0,-0.041546545922756195,-0.012783551588654518,-0.018110031262040138,957557.0,298329533.0,1412183403.0,0.23544001579284668,0.9025200605392456,10.398600578308105,0.3022960126399994,0.6903272867202759,-0.18861746788024902
1412183403.268754,20.0,-0.04048124700784683,-0.013848847709596157,-0.02130592055618763,957559.0,318615777.0,1412183403.0,0.15696001052856445,1.0987200736999512,10.477080345153809,0.2845138907432556,0.6833414435386658,-0.18544209003448486
1412183403.278543,20.0,-0.041546545922756195,-0.013848847709596157,-0.020240623503923416,957560.0,328364613.0,1412183403.0,-0.11772000789642334,1.020240068435669,10.555561065673828,0.28070345520973206,0.6909623146057129,-0.18798239529132843
1412183403.2887309,20.0,-0.03408947214484215,-0.010652960278093815,-0.020240623503923416,957561.0,338485168.0,1412183403.0,0.07848000526428223,0.9417600631713867,10.359360694885254,0.29785048961639404,0.6903272867202759,-0.18417194485664368
