,actuators_speed_cmd__data,sensors_imu_data_raw__angular_velocity_x,sensors_imu_data_raw__angular_velocity_y,sensors_imu_data_raw__angular_velocity_z,sensors_imu_data_raw__header_seq,sensors_imu_data_raw__header_stamp_nsecs,sensors_imu_data_raw__header_stamp_secs,sensors_imu_data_raw__linear_acceleration_x,sensors_imu_data_raw__linear_acceleration_y,sensors_imu_data_raw__linear_acceleration_z,sensors_imu_data_raw__magnetometer_x,sensors_imu_data_raw__magnetometer_y,sensors_imu_data_raw__magnetometer_z
1412183550.5490832,20.0,-0.038350656628608704,-0.012783551588654518,-0.02130592055618763,972282.0,548415093.0,1412183550.0,0.9810000658035278,0.70632004737854,10.320120811462402,0.07430385053157806,0.7614557147026062,-0.0793844610452652
1412183550.5587506,20.0,-0.038350656628608704,-0.013848847709596157,-0.02130592055618763,972283.0,558409057.0,1412183550.0,0.3139200210571289,1.1379600763320923,10.673280715942383,0.06604786962270737,0.7646310925483704,-0.08382999151945114
1412183550.5685449,20.0,-0.038350656628608704,-0.011718256399035454,-0.02130592055618763,972285.0,578454297.0,1412183550.0,1.1772000789642334,0.6670800447463989,10.2416410446167,0.06604786962270737,0.7716169357299805,-0.08510013669729233
1412183550.5787966,20.0,-0.03941595181822777,-0.011718256399035454,-0.019175328314304352,972286.0,588356391.0,1412183550.0,0.9417600631713867,0.5886000394821167,10.28088092803955,0.0711284726858139,0.7703468203544617,-0.08001953363418579
1412183550.5885575,20.0,-0.038350656628608704,-0.010652960278093815,-0.020240623503923416,972288.0,608539424.0,1412183550.0,0.39240002632141113,0.7848000526428223,10.59480094909668,0.06604786962270737,0.7671714425086975,-0.08255983889102936
1412183550.5987148,20.0,-0.038350656628608704,-0.011718256399035454,-0.019175328314304352,972289.0,618517569.0,1412183550.0,0.7848000526428223,0.8632800579071045,10.673280715942383,0.06604786962270737,0.7671714425086975,-0.08255983889102936
1412183550.608752,20.0,-0.038350656628608704,-0.011718256399035454,-0.02130592055618763,972291.0,638469819.0,1412183550.0,0.7455600500106812,0.9810000658035278,10.830240249633789,0.06922324746847153,0.7614557147026062,-0.08255983889102936
1412183550.618745,20.0,-0.038350656628608704,-0.011718256399035454,-0.020240623503923416,972292.0,648434108.0,1412183550.0,1.0987200736999512,0.6278400421142578,9.84924030303955,0.07049340009689331,0.7563751339912415,-0.08382999151945114
1412183550.6285655,20.0,-0.038350656628608704,-0.011718256399035454,-0.020240623503923416,972293.0,658342706.0,1412183550.0,1.1772000789642334,1.05948007106781,10.398600578308105,0.07049340009689331,0.7563751339912415,-0.08382999151945114
1412183550.6386976,20.0,-0.038350656628608704,-0.012783551588654518,-0.020240623503923416,972295.0,678323685.0,1412183550.0,1.2164400815963745,0.70632004737854,10.359360694885254,0.06541279703378677,0.7716169357299805,-0.08255983889102936
1412183550.6487126,20.0,-0.038350656628608704,-0.011718256399035454,-0.020240623503923416,972296.0,688451058.0,1412183550.0,0.6670800447463989,1.3341600894927979,10.830240249633789,0.06668294221162796,0.7608206868171692,-0.08510013669729233
1412183550.658692,20.0,-0.038350656628608704,-0.011718256399035454,-0.020240623503923416,972298.0,708581369.0,1412183550.0,0.5886000394821167,0.7455600500106812,10.869481086730957,0.06922324746847153,0.7595505118370056,-0.08192475885152817
1412183550.6688883,20.0,-0.038350656628608704,-0.012783551588654518,-0.020240623503923416,972299.0,718393519.0,1412183550.0,0.2746800184249878,1.1772000789642334,10.673280715942383,0.05715681239962578,0.7716169357299805,-0.08319491147994995
1412183550.6785905,20.0,-0.03728536143898964,-0.012783551588654518,-0.019175328314304352,972301.0,738420188.0,1412183550.0,0.9417600631713867,0.7455600500106812,10.320120811462402,0.07049340009689331,0.7614557147026062,-0.08065461367368698
1412183550.6886659,20.0,-0.038350656628608704,-0.012783551588654518,-0.019175328314304352,972302.0,748337624.0,1412183550.0,0.7848000526428223,1.1379600763320923,10.202400207519531,0.07049340009689331,0.7614557147026062,-0.08065461367368698
1412183550.6986883,20.0,-0.038350656628608704,-0.011718256399035454,-0.020240623503923416,972304.0,768269803.0,1412183550.0,0.7455600500106812,1.2164400815963745,10.751760482788086,0.0635075643658638,0.7697117328643799,-0.08510013669729233
1412183550.7088165,20.0,-0.03728536143898964,-0.012783551588654518,-0.02130592055618763,972305.0,778574840.0,1412183550.0,0.8240400552749634,0.6278400421142578,10.320120811462402,0.07557400315999985,0.7595505118370056,-0.08255983889102936
1412183550.7186878,20.0,-0.038350656628608704,-0.011718256399035454,-0.020240623503923416,972307.0,798418664.0,1412183550.0,1.0987200736999512,0.70632004737854,10.16316032409668,0.07620908319950104,0.7595505118370056,-0.08446506410837173
1412183550.728414,20.0,-0.03728536143898964,-0.011718256399035454,-0.022371215745806694,972308.0,808653424.0,1412183550.0,0.8632800579071045,0.5493600368499756,10.359360694885254,0.06541279703378677,0.7671714425086975,-0.08446506410837173
1412183550.7387164,20.0,-0.03941595181822777,-0.011718256399035454,-0.019175328314304352,972309.0,818379087.0,1412183550.0,0.39240002632141113,1.2556800842285156,10.94796085357666,0.07303370535373688,0.7671714425086975,-0.08255983889102936
1412183550.748555,20.0,-0.038350656628608704,-0.011718256399035454,-0.019175328314304352,972311.0,838442388.0,1412183550.0,0.8632800579071045,0.7848000526428223,10.634040832519531,0.06477771699428558,0.7671714425086975,-0.08128968626260757
1412183550.7585106,20.0,-0.038350656628608704,-0.011718256399035454,-0.019175328314304352,972312.0,848420949.0,1412183550.0,1.020240068435669,0.8632800579071045,10.477080345153809,0.06604786962270737,0.7595505118370056,-0.08192475885152817
1412183550.7684686,20.0,-0.038350656628608704,-0.012783551588654518,-0.022371215745806694,972314.0,868220011.0,1412183550.0,1.41264009475708,0.8240400552749634,10.28088092803955,0.07430385053157806,0.7614557147026062,-0.08065461367368698
1412183550.7788067,20.0,-0.038350656628608704,-0.013848847709596157,-0.02130592055618763,972315.0,878313342.0,1412183550.0,1.0987200736999512,0.47088003158569336,10.320120811462402,0.07366877794265747,0.7697117328643799,-0.08128968626260757
1412183550.78868,20.0,-0.038350656628608704,-0.012783551588654518,-0.020240623503923416,972317.0,898656136.0,1412183550.0,0.5101200342178345,0.9417600631713867,10.59480094909668,0.06604786962270737,0.758280336856842,-0.08382999151945114
