1.00000000000000e+001	3.36201374013521e+001
1.00230523807790e+001	3.36201329795380e+001
1.00461579027840e+001	3.36201285185592e+001
1.00693166885180e+001	3.36201240180866e+001
1.00925288607668e+001	3.36201194777399e+001
1.01157945425990e+001	3.36201148971654e+001
1.01391138573668e+001	3.36201102760103e+001
1.01624869287070e+001	3.36201056138930e+001
1.01859138805412e+001	3.36201009104447e+001
1.02093948370768e+001	3.36200961652968e+001
1.02329299228075e+001	3.36200913780710e+001
1.02565192625141e+001	3.36200865483882e+001
1.02801629812647e+001	3.36200816758576e+001
1.03038612044162e+001	3.36200767600902e+001
1.03276140576140e+001	3.36200718007101e+001
1.03514216667934e+001	3.36200667972989e+001
1.03752841581801e+001	3.36200617494841e+001
1.03992016582906e+001	3.36200566568284e+001
1.04231742939330e+001	3.36200515189710e+001
1.04472021922080e+001	3.36200463354692e+001
1.04712854805090e+001	3.36200411059156e+001
1.04954242865232e+001	3.36200358298972e+001
1.05196187382322e+001	3.36200305069990e+001
1.05438689639126e+001	3.36200251367852e+001
1.05681750921366e+001	3.36200197188366e+001
1.05925372517729e+001	3.36200142527105e+001
1.06169555719872e+001	3.36200087379721e+001
1.06414301822431e+001	3.36200031741910e+001
1.06659612123026e+001	3.36199975609024e+001
1.06905487922266e+001	3.36199918976909e+001
1.07151930523761e+001	3.36199861840675e+001
1.07398941234124e+001	3.36199804195928e+001
1.07646521362983e+001	3.36199746038107e+001
1.07894672222983e+001	3.36199687362467e+001
1.08143395129794e+001	3.36199628164334e+001
1.08392691402120e+001	3.36199568438951e+001
1.08642562361706e+001	3.36199508181561e+001
1.08893009333343e+001	3.36199447387290e+001
1.09144033644875e+001	3.36199386051346e+001
1.09395636627209e+001	3.36199324168822e+001
1.09647819614318e+001	3.36199261734671e+001
1.09900583943252e+001	3.36199198743958e+001
1.10153930954141e+001	3.36199135191515e+001
1.10407861990207e+001	3.36199071072453e+001
1.10662378397766e+001	3.36199006381458e+001
1.10917481526240e+001	3.36198941113355e+001
1.11173172728159e+001	3.36198875262929e+001
1.11429453359173e+001	3.36198808824974e+001
1.11686324778056e+001	3.36198741794071e+001
1.11943788346715e+001	3.36198674164800e+001
1.12201845430196e+001	3.36198605931761e+001
1.12460497396692e+001	3.36198537089463e+001
1.12719745617551e+001	3.36198467632481e+001
1.12979591467279e+001	3.36198397555110e+001
1.13240036323555e+001	3.36198326851710e+001
1.13501081567231e+001	3.36198255516703e+001
1.13762728582343e+001	3.36198183544281e+001
1.14024978756117e+001	3.36198110928555e+001
1.14287833478977e+001	3.36198037663786e+001
1.14551294144553e+001	3.36197963744105e+001
1.14815362149688e+001	3.36197889163456e+001
1.15080038894443e+001	3.36197813916017e+001
1.15345325782109e+001	3.36197737995467e+001
1.15611224219210e+001	3.36197661395916e+001
1.15877735615512e+001	3.36197584110970e+001
1.16144861384034e+001	3.36197506134697e+001
1.16412602941049e+001	3.36197427460500e+001
1.16680961706096e+001	3.36197348082213e+001
1.16949939101987e+001	3.36197267993469e+001
1.17219536554813e+001	3.36197187187601e+001
1.17489755493953e+001	3.36197105658204e+001
1.17760597352080e+001	3.36197023398842e+001
1.18032063565173e+001	3.36196940402641e+001
1.18304155572516e+001	3.36196856663035e+001
1.18576874816716e+001	3.36196772173249e+001
1.18850222743701e+001	3.36196686926372e+001
1.19124200802737e+001	3.36196600915590e+001
1.19398810446427e+001	3.36196514133938e+001
1.19674053130724e+001	3.36196426574394e+001
1.19949930314937e+001	3.36196338229898e+001
1.20226443461741e+001	3.36196249093248e+001
1.20503594037179e+001	3.36196159157306e+001
1.20781383510678e+001	3.36196068414778e+001
1.21059813355048e+001	3.36195976858279e+001
1.21338885046497e+001	3.36195884480430e+001
1.21618600064636e+001	3.36195791273786e+001
1.21898959892486e+001	3.36195697230772e+001
1.22179966016487e+001	3.36195602343687e+001
1.22461619926504e+001	3.36195506605020e+001
1.22743923115840e+001	3.36195410006759e+001
1.23026877081238e+001	3.36195312541422e+001
1.23310483322890e+001	3.36195214200797e+001
1.23594743344450e+001	3.36195114977164e+001
1.23879658653036e+001	3.36195014862250e+001
1.24165230759240e+001	3.36194913848050e+001
1.24451461177138e+001	3.36194811926360e+001
1.24738351424294e+001	3.36194709088975e+001
1.25025903021771e+001	3.36194605327456e+001
1.25314117494141e+001	3.36194500633376e+001
1.25602996369487e+001	3.36194394998304e+001
1.25892541179416e+001	3.36194288413654e+001
1.26182753459066e+001	3.36194180870661e+001
1.26473634747114e+001	3.36194072360748e+001
1.26765186585784e+001	3.36193962875122e+001
1.27057410520853e+001	3.36193852404679e+001
1.27350308101665e+001	3.36193740940587e+001
1.27643880881134e+001	3.36193628473767e+001
1.27938130415752e+001	3.36193514995085e+001
1.28233058265601e+001	3.36193400495340e+001
1.28528665994361e+001	3.36193284965185e+001
1.28824955169313e+001	3.36193168395161e+001
1.29121927361353e+001	3.36193050775889e+001
1.29419584144998e+001	3.36192932097714e+001
1.29717927098395e+001	3.36192812351070e+001
1.30016957803328e+001	3.36192691526140e+001
1.30316677845229e+001	3.36192569613113e+001
1.30617088813183e+001	3.36192446602072e+001
1.30918192299940e+001	3.36192322483020e+001
1.31219989901920e+001	3.36192197245830e+001
1.31522483219223e+001	3.36192070880185e+001
1.31825673855640e+001	3.36191943376006e+001
1.32129563418657e+001	3.36191814722795e+001
1.32434153519466e+001	3.36191684910051e+001
1.32739445772973e+001	3.36191553927130e+001
1.33045441797808e+001	3.36191421763559e+001
1.33352143216332e+001	3.36191288408392e+001
1.33659551654643e+001	3.36191153850774e+001
