0,0,0.00146113,0
0.0066137314,0,0.00146113,0
0.0167810917,0,0.00146113,0
0.0266599655,0,0.00146113,0
0.0366487503,0,0.00146113,0
0.0469517708,0,0.00146113,0
0.0567421913,0,0.00146113,0
0.0668632984,0,0.00146113,0
0.0768823624,0,0.00146113,0
0.0870566368,0,0.00146113,0
0.0968692303,0,0.00146113,0
0.1067917347,0,0.00146113,0
0.1169698238,0,0.00146113,0
0.1272079945,0,0.00146113,0
0.1368041039,0,0.00146113,0
0.1473033428,0,-0.0016823532,0
0.1568870544,0,-0.0016823532,0
0.1667556763,0,0.0002789175,0
0.1768167019,0,0.0002789175,0
0.1867179871,0,-0.0005485554,0
0.1969299316,0,-0.0005485554,0
0.2067787647,0,0.0010390247,0
0.2167565823,0,0.0010390247,0
0.2267212868,0,-0.0015787994,0
0.2371189594,0,-0.0015787994,0
0.2470707893,0,0.0010284716,0
0.2568693161,0,0.0010284716,0
0.2667899132,0,0.0010284716,0
0.2768313885,0,-0.0004097825,0
0.2867166996,0,-0.0004097825,0
0.2968361378,0,-9.69696775428019E-005,0
0.3067305088,0,-9.69696775428019E-005,0
0.316763401,0,-0.000348597,0
0.326767683,0,-0.000348597,0
0.3368594646,0,-0.0001758755,0
0.3468167782,0,-0.0001758755,0
0.3572368622,0,0.0005204681,0
0.366758585,0,0.0005204681,0
0.3768901825,0,0.0020154731,0
0.3870415688,0,0.0020154731,0
0.3969676495,0,-0.0015465145,0
0.4068174362,0,-0.0015465145,0
0.4173533916,0,0.0004871765,0
0.427302599,0,0.0004871765,0
0.4368207455,0,-0.0006525308,0
0.4469878674,0,-0.0006525308,0
0.4567172527,0,0.0010977533,0
0.4669167995,0,0.0010977533,0
0.47737813,0,0.0005843585,0
0.4867756367,0,0.0005843585,0
0.4969375134,0,0.0005843585,0
0.5068371296,0,-0.001407353,0
0.516793251,0,-0.001407353,0
0.5272912979,0,-0.0001421534,0
0.5376169682,0,-0.0001421534,0
0.5467300415,0,0.0015156574,0
0.5569229126,0,0.0015156574,0
0.5672466755,0,0.0016478457,0
0.5767614841,0,0.0016478457,0
0.5872526169,0,-0.0007502859,0
0.596763134,0,-0.0007502859,0
0.6073334217,0,-0.0005852981,0
0.6173205376,0,-0.0005852981,0
0.6273174286,0,-0.0003116075,0
0.6368625164,0,-0.0003116075,0
0.6471312046,0,1.50555215441273E-005,0
0.6569449902,0,1.50555215441273E-005,0
0.6668643951,0,-0.0015461432,0
0.6768097878,0,-0.0015461432,0
0.6869752407,0,0.0005491519,0
0.696703434,0,0.0005491519,0
0.7073612213,0,-0.000608317,0
0.7167451382,0,-0.000608317,0
0.7272024155,0,-0.000608317,0
0.7370378971,0,0.0016747863,0
0.7472214699,0,0.0016747863,0
0.7566838264,0,0.0005518724,0
0.7668807507,0,0.0005518724,0
0.7767832279,0,-0.0001619758,0
0.7868366241,0,-0.0001619758,0
0.7973151207,0,-0.0005901433,0
0.8068914413,0,-0.0005901433,0
0.8172054291,0,0.0007859474,0
0.8269474506,0,0.0007859474,0
0.8376100063,0,-4.74105472676456E-005,0
0.8467669487,0,-4.74105472676456E-005,0
0.8574945927,0,0.0014726256,0
0.8672144413,0,0.0014726256,0
