0,1.5234375
0.01,1.5234375
0.02,1.5234375
0.03,1.5234375
0.04,1.5234375
0.05,1.5283203125
0.06,1.5283203125
0.07,1.5283203125
0.08,1.5234375
0.09,1.5283203125
0.1,1.533203125
0.11,1.5283203125
0.12,1.5234375
0.13,1.5380859375
0.14,1.5234375
0.15,1.533203125
0.16,1.5234375
0.17,1.533203125
0.18,1.5234375
0.19,1.5380859375
0.2,1.5234375
0.21,1.5283203125
0.22,1.5234375
0.23,1.6064453125
0.24,1.5234375
0.25,1.5283203125
0.26,1.5234375
0.27,1.5234375
0.28,1.5283203125
0.29,1.5283203125
0.3,1.5234375
0.31,1.5234375
0.32,1.6064453125
0.33,1.5283203125
0.34,1.5234375
0.35,1.5234375
0.36,1.5234375
0.37,1.5283203125
0.38,1.5234375
0.39,1.5234375
0.4,1.5234375
0.41,1.533203125
0.42,1.5283203125
0.43,1.5283203125
0.44,1.5234375
0.45,1.533203125
0.46,1.6064453125
0.47,1.5283203125
0.48,1.5234375
0.49,1.5380859375
0.5,1.533203125
0.51,1.5234375
0.52,1.5234375
0.53,1.5380859375
0.54,1.533203125
0.55,1.5283203125
0.56,1.5234375
0.57,1.5380859375
0.58,1.5380859375
0.59,1.5380859375
0.6,1.5185546875
0.61,1.5380859375
0.62,1.5283203125
0.63,1.5234375
0.64,1.6064453125
0.65,1.5234375
0.66,1.5234375
0.67,1.5234375
0.68,1.6064453125
0.69,1.62109375
0.7,1.5283203125
0.71,1.5234375
0.72,1.5234375
0.73,1.5234375
0.74,1.5283203125
0.75,1.5234375
0.76,1.5234375
0.77,1.5283203125
0.78,1.533203125
0.79,1.5234375
0.8,1.5234375
0.81,1.5283203125
0.82,1.533203125
0.83,1.5283203125
0.84,1.5283203125
0.85,1.5283203125
0.86,1.533203125
0.87,1.6064453125
0.88,1.5234375
0.89,1.533203125
0.9,1.533203125
0.91,1.5283203125
0.92,1.6015625
0.93,1.533203125
0.94,1.5380859375
0.95,1.5380859375
0.96,1.611328125
0.97,1.5380859375
0.98,1.5380859375
0.99,1.5283203125
1,1.5380859375
1.01,1.6162109375
1.02,1.5283203125
1.03,1.5283203125
1.04,1.5185546875
1.05,1.5234375
1.06,1.5234375
1.07,1.5185546875
1.08,1.5234375
1.09,1.611328125
1.1,1.5234375
1.11,1.5234375
1.12,1.5234375
1.13,1.5283203125
1.14,1.5283203125
1.15,1.533203125
1.16,1.5234375
1.17,1.5283203125
1.18,1.5234375
1.19,1.533203125
1.2,1.5283203125
1.21,1.5283203125
1.22,1.5234375
1.23,1.533203125
1.24,1.5283203125
1.25,1.533203125
1.26,1.5283203125
1.27,1.533203125
1.28,1.5283203125
1.29,1.533203125
1.3,1.5283203125
1.31,1.533203125
1.32,1.5283203125
1.33,1.533203125
1.34,1.5283203125
1.35,1.5380859375
1.36,1.6064453125
1.37,1.533203125
1.38,1.533203125
1.39,1.5283203125
1.4,1.5234375
1.41,1.6162109375
1.42,1.5234375
1.43,1.533203125
1.44,1.5234375
1.45,1.5234375
1.46,1.591796875
1.47,1.5283203125
1.48,1.5283203125
1.49,1.5283203125
1.5,1.6064453125
1.51,1.5234375
1.52,1.5234375
1.53,1.5283203125
1.54,1.5234375
1.55,1.5234375
1.56,1.5234375
1.57,1.5234375
1.58,1.5234375
1.59,1.6015625
1.6,1.533203125
1.61,1.5234375
1.62,1.5234375
1.63,1.5283203125
1.64,1.5283203125
1.65,1.5234375
1.66,1.5234375
1.67,1.5283203125
1.68,1.5283203125
1.69,1.5234375
1.7,1.5283203125
1.71,1.5283203125
1.72,1.533203125
1.73,1.6015625
1.74,1.5283203125
1.75,1.5283203125
1.76,1.5380859375
1.77,1.6064453125
1.78,1.533203125
1.79,1.5380859375
1.8,1.5234375
1.81,1.5283203125
1.82,1.6162109375
1.83,1.533203125
1.84,1.5283203125
1.85,1.5283203125
1.86,1.6015625
1.87,1.5234375
1.88,1.5283203125
1.89,1.5234375
1.9,1.5234375
1.91,1.6064453125
1.92,1.5283203125
1.93,1.5234375
1.94,1.5283203125
1.95,1.6015625
1.96,1.5283203125
1.97,1.5283203125
1.98,1.5234375
1.99,1.5234375
